patient_index,mean_pairwise_cosine,pair_cosines
2984,0.22433776,"{""0-1"": 0.18497547507286072, ""0-2"": -0.005834987852722406, ""1-2"": 0.4938727915287018}"
2985,0.38192230,"{""0-1"": 0.38192230463027954}"
2986,0.02438729,"{""0-1"": 0.04151546582579613, ""0-2"": 0.015587070025503635, ""1-2"": 0.016059324145317078}"
2987,-0.03472242,"{""0-1"": -0.07791751623153687, ""0-2"": 0.00986010953783989, ""1-2"": -0.03610985726118088}"
2988,0.19778798,"{""0-1"": 0.4932081699371338, ""0-2"": -0.06320300698280334, ""1-2"": 0.16335877776145935}"
2989,0.47277063,"{""0-1"": 0.472770631313324}"
2990,0.05588608,"{""0-1"": 0.2024231106042862, ""0-2"": -0.09512750059366226, ""1-2"": 0.060362618416547775}"
2991,0.00000000,{}
2992,0.80332738,"{""0-1"": 0.8033273816108704}"
2993,0.14947603,"{""0-1"": 0.20263385772705078, ""0-2"": 0.07215104252099991, ""1-2"": 0.17364318668842316}"
2994,-0.02213737,"{""0-1"": -0.022137371823191643}"
2995,0.05160806,"{""0-1"": 0.14449137449264526, ""0-2"": -0.03628884255886078, ""1-2"": 0.0466216541826725}"
2996,0.02565618,"{""0-1"": 0.12479125708341599, ""0-2"": -0.07797443121671677, ""1-2"": 0.030151719227433205}"
2997,0.11788901,"{""0-1"": 0.3312837779521942, ""0-2"": -0.08587391674518585, ""1-2"": 0.10825717449188232}"
2998,0.04492638,"{""0-1"": 0.11567776650190353, ""0-2"": 0.02467993274331093, ""1-2"": -0.005578567739576101}"
2999,0.12578952,"{""0-1"": 0.12578952312469482}"
3000,0.99189699,"{""0-1"": 0.9918969869613647}"
3001,-0.00350787,"{""0-1"": -0.025629376992583275, ""0-2"": -0.00645306333899498, ""1-2"": 0.021558819338679314}"
3002,0.00000000,{}
3003,0.06311180,"{""0-1"": 0.14789463579654694, ""0-2"": 0.021257048472762108, ""1-2"": 0.020183704793453217}"
3004,-0.09667026,"{""0-1"": -0.017038583755493164, ""0-2"": -0.22562995553016663, ""1-2"": -0.04734222590923309}"
3005,0.05320545,"{""0-1"": 0.001705438015051186, ""0-2"": 0.08748100697994232, ""1-2"": 0.07042989879846573}"
3006,0.00000000,{}
3007,0.00306186,"{""0-1"": -0.0064184702932834625, ""0-2"": 0.0024949866347014904, ""1-2"": 0.013109056279063225}"
3008,-0.02584807,"{""0-1"": -0.18670590221881866, ""0-2"": -0.017581043764948845, ""1-2"": 0.12674273550510406}"
3009,0.58755353,"{""0-1"": 0.4678373634815216, ""0-2"": 0.40216541290283203, ""1-2"": 0.8926578164100647}"
3010,0.07936245,"{""0-1"": -0.04505524784326553, ""0-2"": 0.07254534959793091, ""1-2"": 0.21059724688529968}"
3011,1.00000012,"{""0-1"": 1.0000001192092896}"
3012,0.36944949,"{""0-1"": 0.9969265460968018, ""0-2"": 0.06137795373797417, ""1-2"": 0.05004396662116051}"
3013,-0.00202187,"{""0-1"": -0.0020218712743371725}"
3014,0.00519890,"{""0-1"": -0.011229115538299084, ""0-2"": 0.10090190172195435, ""1-2"": -0.07407607138156891}"
3015,0.14007508,"{""0-1"": 0.41248515248298645, ""0-2"": -0.07454273104667664, ""1-2"": 0.08228280395269394}"
3016,0.05268385,"{""0-1"": 0.07697292417287827, ""0-2"": 0.06633475422859192, ""1-2"": 0.014743870124220848}"
3017,-0.00843849,"{""0-1"": -0.059577882289886475, ""0-2"": 0.07057160884141922, ""1-2"": -0.03630919009447098}"
3018,-0.02526340,"{""0-1"": -0.08080901205539703, ""0-2"": 0.034258969128131866, ""1-2"": -0.029240157455205917}"
3019,0.37979960,"{""0-1"": 0.37979960441589355}"
3020,0.00475500,"{""0-1"": 0.016545722261071205, ""0-2"": 0.0024556575808674097, ""1-2"": -0.004736369475722313}"
3021,1.00000012,"{""0-1"": 1.0000001192092896}"
3022,0.00000000,{}
3023,0.40105158,"{""0-1"": 0.4215455949306488, ""0-2"": 0.4198780059814453, ""1-2"": 0.3617311418056488}"
3024,-0.09037994,"{""0-1"": -0.09037993848323822}"
3025,0.02789197,"{""0-1"": 0.027891967445611954}"
3026,0.38507214,"{""0-1"": 0.1033458262681961, ""0-2"": 0.9733532667160034, ""1-2"": 0.07851732522249222}"
3027,0.47809360,"{""0-1"": 0.846524715423584, ""0-2"": 0.35685962438583374, ""1-2"": 0.2308964729309082}"
3028,0.05980242,"{""0-1"": 0.030873289331793785, ""0-2"": 0.008209171704947948, ""1-2"": 0.14032480120658875}"
3029,-0.00831128,"{""0-1"": 0.05489256605505943, ""0-2"": 0.028226112946867943, ""1-2"": -0.10805252194404602}"
3030,0.10887442,"{""0-1"": 0.021049367263913155, ""0-2"": 0.2775222063064575, ""1-2"": 0.028051696717739105}"
3031,0.26448071,"{""0-1"": 0.041070129722356796, ""0-2"": -0.021264223381876945, ""1-2"": 0.7736362218856812}"
3032,0.00798162,"{""0-1"": 0.04907703399658203, ""0-2"": 0.008410068228840828, ""1-2"": -0.03354225680232048}"
3033,0.41042266,"{""0-1"": 0.1264553964138031, ""0-2"": 0.9797785878181458, ""1-2"": 0.12503400444984436}"
3034,0.13535856,"{""0-1"": 0.1353585571050644}"
3035,0.01943387,"{""0-1"": 0.019433870911598206}"
3036,0.96316534,"{""0-1"": 0.9631653428077698}"
3037,0.17686442,"{""0-1"": 0.1768644154071808}"
3038,-0.01293876,"{""0-1"": -0.03404415398836136, ""0-2"": -0.041410721838474274, ""1-2"": 0.03663861006498337}"
3039,-0.00908104,"{""0-1"": 0.11487618833780289, ""0-2"": -0.07138241082429886, ""1-2"": -0.07073689252138138}"
3040,0.99488539,"{""0-1"": 0.9948853850364685}"
3041,-0.03229592,"{""0-1"": -0.0713285282254219, ""0-2"": -0.02832905203104019, ""1-2"": 0.0027698201593011618}"
3042,0.15288132,"{""0-1"": 0.15288132429122925}"
3043,0.02673618,"{""0-1"": 0.019241521134972572, ""0-2"": 0.162886381149292, ""1-2"": -0.10191936790943146}"
3044,-0.03698401,"{""0-1"": -0.10142353922128677, ""0-2"": -0.033916182816028595, ""1-2"": 0.02438768744468689}"
3045,0.26615568,"{""0-1"": 0.22107957303524017, ""0-2"": 0.6491405963897705, ""1-2"": -0.0717531144618988}"
3046,-0.08623283,"{""0-1"": -0.2912609279155731, ""0-2"": 0.15594901144504547, ""1-2"": -0.12338656187057495}"
3047,0.00037569,"{""0-1"": 0.00037569133564829826}"
3048,0.09703423,"{""0-1"": 0.36270201206207275, ""0-2"": -0.07585865259170532, ""1-2"": 0.004259320441633463}"
3049,0.05550027,"{""0-1"": 0.05550026521086693}"
3050,0.02142917,"{""0-1"": 0.029629159718751907, ""0-2"": 0.04553431272506714, ""1-2"": -0.01087596919387579}"
3051,0.05827705,"{""0-1"": 0.0018339194357395172, ""0-2"": 0.04942914471030235, ""1-2"": 0.12356807291507721}"
3052,0.10429325,"{""0-1"": 0.1663704514503479, ""0-2"": 0.02322986349463463, ""1-2"": 0.12327944487333298}"
3053,0.10365931,"{""0-1"": 0.10365930944681168}"
3054,-0.05136397,"{""0-1"": -0.07128060609102249, ""0-2"": -0.001678962493315339, ""1-2"": -0.08113235235214233}"
3055,0.00000000,{}
3056,0.02052810,"{""0-1"": -0.053824909031391144, ""0-2"": 0.04213811084628105, ""1-2"": 0.07327108830213547}"
3057,0.07958530,"{""0-1"": 0.3554598093032837, ""0-2"": -0.08968401700258255, ""1-2"": -0.027019890025258064}"
3058,0.66775173,"{""0-1"": 0.6677517294883728}"
3059,0.22091085,"{""0-1"": 0.560946524143219, ""0-2"": 0.09131843596696854, ""1-2"": 0.010467592626810074}"
3060,-0.11675911,"{""0-1"": -0.11675910651683807}"
3061,0.00000000,{}
3062,0.03082749,"{""0-1"": 0.12279791384935379, ""0-2"": 0.03864913806319237, ""1-2"": -0.06896457821130753}"
3063,0.04398977,"{""0-1"": 0.052437588572502136, ""0-2"": 0.056025248020887375, ""1-2"": 0.023506468161940575}"
3064,-0.05955253,"{""0-1"": -0.04584458842873573, ""0-2"": -0.0946282371878624, ""1-2"": -0.0381847620010376}"
3065,0.37247735,"{""0-1"": 0.33466780185699463, ""0-2"": -0.003216264769434929, ""1-2"": 0.7859805226325989}"
3066,0.22365613,"{""0-1"": 0.22365613281726837}"
3067,0.19684893,"{""0-1"": 0.2272433340549469, ""0-2"": 0.049370843917131424, ""1-2"": 0.3139325976371765}"
3068,0.06132043,"{""0-1"": -0.032839253544807434, ""0-2"": 0.17234744131565094, ""1-2"": 0.04445309564471245}"
3069,0.03866112,"{""0-1"": 0.011183925904333591, ""0-2"": 0.09948326647281647, ""1-2"": 0.005316153634339571}"
3070,-0.05955253,"{""0-1"": -0.04584458842873573, ""0-2"": -0.0946282371878624, ""1-2"": -0.0381847620010376}"
3071,-0.02413161,"{""0-1"": 0.13832533359527588, ""0-2"": -0.14673873782157898, ""1-2"": -0.06398142874240875}"
3072,0.20879892,"{""0-1"": -0.0649765208363533, ""0-2"": 0.7891208529472351, ""1-2"": -0.0977475717663765}"
3073,0.10010627,"{""0-1"": 0.10010626912117004}"
3074,0.08327621,"{""0-1"": 0.361208975315094, ""0-2"": -0.10392747074365616, ""1-2"": -0.007452887482941151}"
3075,0.37497659,"{""0-1"": 0.9989392161369324, ""0-2"": 0.06665526330471039, ""1-2"": 0.05933529883623123}"
3076,-0.01352947,"{""0-1"": -0.1443837732076645, ""0-2"": 0.04880573973059654, ""1-2"": 0.05498963221907616}"
3077,0.32965315,"{""0-1"": 0.6807034015655518, ""0-2"": 0.16716116666793823, ""1-2"": 0.1410948932170868}"
3078,-0.00991243,"{""0-1"": -0.009886698797345161, ""0-2"": -0.0892024040222168, ""1-2"": 0.06935182213783264}"
3079,0.06620381,"{""0-1"": 0.06620381027460098}"
3080,0.56344731,"{""0-1"": 0.46918976306915283, ""0-2"": 0.3763163983821869, ""1-2"": 0.8448357582092285}"
3081,0.51852165,"{""0-1"": 0.41420814394950867, ""0-2"": 0.4896441400051117, ""1-2"": 0.6517126560211182}"
3082,0.18684224,"{""0-1"": 0.5151972770690918, ""0-2"": 0.0038608054164797068, ""1-2"": 0.04146863520145416}"
3083,0.01511436,"{""0-1"": 0.003181484993547201, ""0-2"": 0.03732440248131752, ""1-2"": 0.004837192595005035}"
3084,0.84570813,"{""0-1"": 0.8457081317901611}"
3085,0.14017215,"{""0-1"": 0.06338468939065933, ""0-2"": 0.3409915864467621, ""1-2"": 0.01614016480743885}"
3086,0.00000000,{}
3087,0.13677039,"{""0-1"": 0.42847925424575806, ""0-2"": -0.07556687295436859, ""1-2"": 0.05739877372980118}"
3088,0.01327705,"{""0-1"": 0.03616940602660179, ""0-2"": 0.028518542647361755, ""1-2"": -0.024856802076101303}"
3089,-0.05559852,"{""0-1"": -0.23906299471855164, ""0-2"": 0.07888609915971756, ""1-2"": -0.006618649698793888}"
3090,-0.09480227,"{""0-1"": -0.09480226784944534}"
3091,-0.00230673,"{""0-1"": -0.0023067344445735216}"
3092,-0.06400092,"{""0-1"": -0.04792220517992973, ""0-2"": -0.04887184873223305, ""1-2"": -0.09520871192216873}"
3093,-0.01588342,"{""0-1"": -0.015883417800068855}"
3094,0.24356805,"{""0-1"": 0.2435680478811264}"
3095,-0.04086021,"{""0-1"": 0.006372332572937012, ""0-2"": -0.04976098611950874, ""1-2"": -0.07919196784496307}"
3096,0.24885200,"{""0-1"": 0.015322609804570675, ""0-2"": 0.4064323604106903, ""1-2"": 0.3248010277748108}"
3097,0.31310943,"{""0-1"": 0.047467272728681564, ""0-2"": 0.06024692952632904, ""1-2"": 0.831614077091217}"
3098,-0.00908104,"{""0-1"": 0.11487618833780289, ""0-2"": -0.07138241082429886, ""1-2"": -0.07073689252138138}"
3099,0.20277628,"{""0-1"": -0.0404173918068409, ""0-2"": 0.5622491836547852, ""1-2"": 0.08649704605340958}"
3100,0.25510922,"{""0-1"": 0.2551092207431793}"
3101,0.00000000,{}
3102,0.00000000,{}
3103,0.12683346,"{""0-1"": 0.5229924917221069, ""0-2"": 0.04669155925512314, ""1-2"": -0.18918366730213165}"
3104,0.08879996,"{""0-1"": 0.23788967728614807, ""0-2"": 0.014020302332937717, ""1-2"": 0.014489910565316677}"
3105,0.00624560,"{""0-1"": 0.08834569156169891, ""0-2"": 0.008570985868573189, ""1-2"": -0.07817988097667694}"
3106,0.49297535,"{""0-1"": 0.4929753541946411}"
3107,0.03388269,"{""0-1"": 0.0611218623816967, ""0-2"": 0.012747049331665039, ""1-2"": 0.027779150754213333}"
3108,0.97287714,"{""0-1"": 0.9728771448135376}"
3109,0.26824237,"{""0-1"": 0.6679124236106873, ""0-2"": 0.09535316377878189, ""1-2"": 0.041461508721113205}"
3110,-0.05609248,"{""0-1"": -0.08289866894483566, ""0-2"": -0.0061233690939843655, ""1-2"": -0.07925540208816528}"
3111,0.25120926,"{""0-1"": 0.2512092590332031}"
3112,0.01677824,"{""0-1"": 0.009092601016163826, ""0-2"": 0.01350842509418726, ""1-2"": 0.027733683586120605}"
3113,0.03224966,"{""0-1"": 0.022171519696712494, ""0-2"": 0.032384391874074936, ""1-2"": 0.042193055152893066}"
3114,-0.01488363,"{""0-1"": -0.14241467416286469, ""0-2"": 0.0530044361948967, ""1-2"": 0.04475933313369751}"
3115,-0.00155061,"{""0-1"": -0.001550614950247109}"
3116,0.26099318,"{""0-1"": -0.052928414195775986, ""0-2"": -0.11588171124458313, ""1-2"": 0.9517896771430969}"
3117,0.00234741,"{""0-1"": -0.10295510292053223, ""0-2"": 0.08370693027973175, ""1-2"": 0.026290412992239}"
3118,0.03063566,"{""0-1"": -0.013745988719165325, ""0-2"": 0.09346973150968552, ""1-2"": 0.012183241546154022}"
3119,0.06018277,"{""0-1"": 0.001981376903131604, ""0-2"": 0.06093350052833557, ""1-2"": 0.11763343214988708}"
3120,0.23125026,"{""0-1"": 0.23125025629997253}"
3121,-0.05162682,"{""0-1"": -0.051626820117235184}"
3122,0.21220271,"{""0-1"": 0.7729718685150146, ""0-2"": -0.0837164968252182, ""1-2"": -0.05264722928404808}"
3123,-0.01632778,"{""0-1"": -0.01632777787744999}"
3124,0.05872541,"{""0-1"": 0.2000102400779724, ""0-2"": -0.09737363457679749, ""1-2"": 0.0735396295785904}"
3125,0.00000000,{}
3126,0.10489138,"{""0-1"": 0.10489138215780258}"
3127,-0.02792808,"{""0-1"": -0.08766921609640121, ""0-2"": -0.0544106662273407, ""1-2"": 0.05829562991857529}"
3128,0.04578430,"{""0-1"": 0.17255109548568726, ""0-2"": -0.061486952006816864, ""1-2"": 0.026288757100701332}"
3129,0.24903664,"{""0-1"": 0.24903663992881775}"
3130,-0.00155061,"{""0-1"": -0.001550614950247109}"
3131,0.11647478,"{""0-1"": 0.11647477746009827}"
3132,0.23973158,"{""0-1"": 0.2397315800189972}"
3133,0.25760114,"{""0-1"": 0.6792618036270142, ""0-2"": -0.02156698890030384, ""1-2"": 0.11510860174894333}"
3134,0.02366191,"{""0-1"": -0.006359115708619356, ""0-2"": -0.14499510824680328, ""1-2"": 0.2223399579524994}"
3135,0.44635666,"{""0-1"": 0.2873930335044861, ""0-2"": 0.9544503092765808, ""1-2"": 0.09722663462162018}"
3136,0.01587432,"{""0-1"": -0.056636594235897064, ""0-2"": -0.049989499151706696, ""1-2"": 0.15424905717372894}"
3137,0.83696312,"{""0-1"": 0.8369631171226501}"
3138,0.99635375,"{""0-1"": 0.9963537454605103}"
3139,0.06803690,"{""0-1"": -0.04485100135207176, ""0-2"": 0.20039862394332886, ""1-2"": 0.048563066869974136}"
3140,0.05136399,"{""0-1"": -0.04339580237865448, ""0-2"": 0.1326552778482437, ""1-2"": 0.06483250856399536}"
3141,0.07613138,"{""0-1"": 0.3662519156932831, ""0-2"": -0.17321015894412994, ""1-2"": 0.03535239025950432}"
3142,-0.03628357,"{""0-1"": -0.03628356754779816}"
3143,0.07383708,"{""0-1"": 0.2078906148672104, ""0-2"": -0.04725299030542374, ""1-2"": 0.06087362766265869}"
3144,0.09877249,"{""0-1"": 0.391968309879303, ""0-2"": -0.09031139314174652, ""1-2"": -0.005339436233043671}"
3145,0.89786065,"{""0-1"": 0.8978606462478638}"
3146,-0.04085593,"{""0-1"": -0.040855925530195236}"
3147,0.99996769,"{""0-1"": 0.9999676942825317}"
3148,0.00000000,{}
3149,-0.01632778,"{""0-1"": -0.01632777787744999}"
3150,-0.03882282,"{""0-1"": -0.0665440484881401, ""0-2"": -0.04210672155022621, ""1-2"": -0.007817699573934078}"
3151,0.00325688,"{""0-1"": 0.06473559886217117, ""0-2"": 0.017050612717866898, ""1-2"": -0.07201558351516724}"
3152,0.97436136,"{""0-1"": 0.9743613600730896}"
3153,-0.00922503,"{""0-1"": -0.013229901902377605, ""0-2"": -0.01870749145746231, ""1-2"": 0.004262292291969061}"
3154,0.99998999,"{""0-1"": 0.9999899864196777}"
3155,0.13741224,"{""0-1"": 0.005636267829686403, ""0-2"": 0.41373488306999207, ""1-2"": -0.007134418003261089}"
3156,-0.02413161,"{""0-1"": 0.13832533359527588, ""0-2"": -0.14673873782157898, ""1-2"": -0.06398142874240875}"
3157,-0.02628874,"{""0-1"": -0.02628873661160469}"
3158,0.72272015,"{""0-1"": 0.7227201461791992}"
3159,0.23973158,"{""0-1"": 0.2397315800189972}"
3160,-0.03686775,"{""0-1"": 0.03007088601589203, ""0-2"": -0.03035842813551426, ""1-2"": -0.1103157177567482}"
3161,0.01408563,"{""0-1"": 0.05882076919078827, ""0-2"": 0.023321082815527916, ""1-2"": -0.03988496586680412}"
3162,-0.03628345,"{""0-1"": -0.1345551609992981, ""0-2"": 0.007107651326805353, ""1-2"": 0.018597174435853958}"
3163,0.18513335,"{""0-1"": 0.18513335287570953}"
3164,0.12022953,"{""0-1"": 0.06103428453207016, ""0-2"": 0.25898173451423645, ""1-2"": 0.04067257046699524}"
3165,0.00000000,{}
3166,0.00578692,"{""0-1"": 0.0050302729941904545, ""0-2"": -0.0027846721932291985, ""1-2"": 0.015115158632397652}"
3167,0.01453840,"{""0-1"": 0.006356973201036453, ""0-2"": 0.03158598765730858, ""1-2"": 0.00567224994301796}"
3168,0.11161306,"{""0-1"": 0.029451433569192886, ""0-2"": -0.011507152579724789, ""1-2"": 0.31689488887786865}"
3169,0.99043614,"{""0-1"": 0.9904361367225647}"
3170,0.08101447,"{""0-1"": 0.33884376287460327, ""0-2"": -0.1044282391667366, ""1-2"": 0.008627897128462791}"
3171,0.30378949,"{""0-1"": 0.026638666167855263, ""0-2"": 0.8459636569023132, ""1-2"": 0.03876615688204765}"
3172,0.03947639,"{""0-1"": 0.1316899061203003, ""0-2"": 0.014212798327207565, ""1-2"": -0.02747352607548237}"
3173,-0.02626236,"{""0-1"": -0.0328829325735569, ""0-2"": -0.07879835367202759, ""1-2"": 0.03289419412612915}"
3174,0.02616671,"{""0-1"": 0.004646724089980125, ""0-2"": -0.05953256040811539, ""1-2"": 0.13338597118854523}"
3175,-0.03436903,"{""0-1"": -0.034369029104709625}"
3176,0.08432294,"{""0-1"": 0.08432294428348541}"
3177,0.00000000,{}
3178,-0.11951995,"{""0-1"": -0.11951994895935059}"
3179,0.23351946,"{""0-1"": 0.23351946473121643}"
3180,0.08743045,"{""0-1"": 0.0874304473400116}"
3181,0.20242842,"{""0-1"": 0.2024284154176712}"
3182,0.06822970,"{""0-1"": -0.020468518137931824, ""0-2"": 0.1898346096277237, ""1-2"": 0.035323020070791245}"
3183,0.00849824,"{""0-1"": -0.08483801782131195, ""0-2"": 0.08106829971075058, ""1-2"": 0.02926444634795189}"
3184,0.68241882,"{""0-1"": 0.6824188232421875}"
3185,0.01561586,"{""0-1"": 0.0011054568458348513, ""0-2"": -0.07292631268501282, ""1-2"": 0.11866842955350876}"
3186,0.00000000,{}
3187,0.07481562,"{""0-1"": 0.07481561601161957}"
3188,-0.07637052,"{""0-1"": -0.16174183785915375, ""0-2"": 0.09392897039651871, ""1-2"": -0.1612987071275711}"
3189,0.02041094,"{""0-1"": -0.05251923203468323, ""0-2"": 0.0551690049469471, ""1-2"": 0.05858304351568222}"
3190,0.39726277,"{""0-1"": 0.6918582916259766, ""0-2"": -0.01224215142428875, ""1-2"": 0.5121721625328064}"
3191,0.10008323,"{""0-1"": 0.10008323192596436}"
3192,0.14059959,"{""0-1"": 0.1405995935201645}"
3193,0.00849824,"{""0-1"": -0.08483801782131195, ""0-2"": 0.08106829971075058, ""1-2"": 0.02926444634795189}"
3194,0.04204651,"{""0-1"": 0.04204650595784187}"
3195,-0.10353000,"{""0-1"": -0.10353000462055206}"
3196,0.00458333,"{""0-1"": 0.004583326168358326}"
3197,0.59666459,"{""0-1"": 0.39835917949676514, ""0-2"": 0.397280216217041, ""1-2"": 0.9943543672561646}"
3198,1.00000012,"{""0-1"": 1.0000001192092896}"
3199,0.34356733,"{""0-1"": 0.042480822652578354, ""0-2"": 0.42863255739212036, ""1-2"": 0.559588611125946}"
3200,0.91484201,"{""0-1"": 0.9148420095443726}"
3201,0.02724863,"{""0-1"": 0.10159782320261002, ""0-2"": -0.076620914041996, ""1-2"": 0.05676897615194321}"
3202,0.06042243,"{""0-1"": 0.11854671686887741, ""0-2"": 0.03211575001478195, ""1-2"": 0.030604828149080276}"
3203,0.40234133,"{""0-1"": 0.3160676956176758, ""0-2"": 0.5696172118186951, ""1-2"": 0.32133907079696655}"
3204,-0.01835906,"{""0-1"": -0.004033523611724377, ""0-2"": -0.018285492435097694, ""1-2"": -0.03275816887617111}"
3205,0.13215185,"{""0-1"": 0.3353913128376007, ""0-2"": -0.08036375045776367, ""1-2"": 0.14142799377441406}"
3206,0.00171787,"{""0-1"": -0.006091312970966101, ""0-2"": 0.0012077976716682315, ""1-2"": 0.010037117637693882}"
3207,0.06398930,"{""0-1"": 0.0639892965555191}"
3208,0.03392083,"{""0-1"": 0.03392082825303078}"
3209,-0.01039671,"{""0-1"": -0.03540101274847984, ""0-2"": -0.007091210223734379, ""1-2"": 0.011302105151116848}"
3210,-0.05230658,"{""0-1"": -0.05230657756328583}"
3211,0.00879287,"{""0-1"": 0.007881345227360725, ""0-2"": 0.011783111840486526, ""1-2"": 0.00671416288241744}"
3212,0.02039183,"{""0-1"": 0.0861968919634819, ""0-2"": -0.0014410417061299086, ""1-2"": -0.02358034998178482}"
3213,0.99767685,"{""0-1"": 0.9976768493652344}"
3214,0.15421559,"{""0-1"": 0.054899413138628006, ""0-2"": 0.26035717129707336, ""1-2"": 0.14739017188549042}"
3215,0.16144748,"{""0-1"": 0.17896459996700287, ""0-2"": 0.10308568924665451, ""1-2"": 0.20229215919971466}"
3216,-0.03505040,"{""0-1"": -0.0437442846596241, ""0-2"": -0.03838827461004257, ""1-2"": -0.02301863767206669}"
3217,0.53511291,"{""0-1"": 0.44161149859428406, ""0-2"": 0.38185739517211914, ""1-2"": 0.7818698287010193}"
3218,-0.03576341,"{""0-1"": -0.04813793674111366, ""0-2"": -0.08398079127073288, ""1-2"": 0.024828508496284485}"
3219,0.01482552,"{""0-1"": 0.014825515449047089}"
3220,-0.04119243,"{""0-1"": 0.01320449449121952, ""0-2"": -0.20938128232955933, ""1-2"": 0.07259950041770935}"
3221,0.09039239,"{""0-1"": 0.3882588744163513, ""0-2"": -0.023822873830795288, ""1-2"": -0.09325883537530899}"
3222,0.99999988,"{""0-1"": 0.9999998807907104}"
3223,0.05827705,"{""0-1"": 0.0018339194357395172, ""0-2"": 0.04942914471030235, ""1-2"": 0.12356807291507721}"
